1204,4.991226075692495
2505,5.294466226161593
2240,5.181843587944773
2344,5.371067862271736
611,5.095169351431755
706,4.968482948553935
1662,5.143014800254095
1195,5.161368002234975
1814,5.253338005326106
617,5.243038048686294
2703,4.903089986991944
1140,5.212187604403958
176,5.075546961392531
1379,5.040997692423491
671,5.1303337684950066
2533,5.190331698170292
2913,4.863322860120456
1315,5.20682587603185
2808,5.30783820415656
2618,5.317018101048111
620,5.146128035678238
1411,4.998259338423699
2114,5.315970345456917
2404,5.451018452155457
2697,4.954242509439325
337,5.133538908370218
2113,5.442479769064448
715,5.02530586526477
108,5.1156105116743
606,5.184691430817598
870,5.307496037913213
139,5.330413773349191
960,5.5003737143533735
2027,5.133538908370218
97,5.174641192660449
2602,4.903089986991944
2397,5.571006173682308
528,5.463892988985907
85,5.141449773400467
2413,5.254463481742621
1906,5.158362492095249
2321,5.438898182056245
1381,5.113943352306837
231,5.107209969647869
977,4.903089986991944
1040,5.0
420,5.528273777167044
259,5.176091259055681
225,5.204798038190855
2014,5.12057393120585
1119,5.392696953259666
1159,5.292256071356476
436,5.612677918316502
2199,5.165837624690128
2451,5.506505032404872
688,5.161368002234975
1721,5.306425027550687
2250,5.332438459915605
2565,5.075546961392531
2741,5.13640344813399
648,5.162862993321926
1158,5.5711262770843115
1683,5.11143055176598
1395,5.161368002234975
2338,5.161368002234975
1261,5.143014800254095
1867,5.267171728403014
1899,5.093421685162235
461,5.4048337166199385
777,5.217483944213907
72,5.367355921026019
1193,5.1673173347481764
80,5.181843587944773
691,5.060697840353612
700,4.975661533181058
2879,4.713398130181177
1755,5.243038048686294
1332,5.093421685162235
786,5.144885418287142
2314,5.305351369446623
890,5.096910013008056
10,5.245265839457462
2156,5.118925752825777
2865,5.299942900022767
2638,5.047274867384179
1768,5.431025848133122
1485,4.929418925714293
2440,5.458791901828869
1278,5.176091259055681
227,5.201123897207379
2181,5.2665844470668635
1559,5.5938396610812715
31,4.944482672150168
2207,5.143014800254095
615,5.041392685158225
2423,5.252221753598687
390,5.217483944213907
2012,5.05307844348342
1759,5.267171728403014
2217,5.146128035678238
2325,5.246744709723841
328,4.929418925714293
805,5.379305517750582
831,5.238046103128795
2008,5.3222192947339195
1471,5.267171728403014
381,5.181843587944773
2518,5.330413773349191
1280,5.146128035678238
972,5.217483944213907
1892,5.198657086954422
747,5.331427296520743
1052,5.585460729508501
577,5.2564772062416765
947,5.3796426677411535
2907,4.926856708949693
2106,5.2878017299302265
2176,5.14921911265538
2117,5.273001272063738
1700,5.6211762817750355
2091,5.352182518111363
1358,5.105510184769974
2482,5.176091259055681
1900,5.141449773400467
236,5.159867847092567
1085,5.252853030979893
2901,5.5680843313153945
903,5.086359830674748
1086,5.285557309007774
662,4.770852011642144
579,5.187520720836463
1920,5.198382130008294
633,5.174641192660449
2626,4.970811610872518
2695,4.959041392321094
517,5.352182518111363
452,5.292256071356476
595,5.0700378666077555
2785,5.108903127667313
2384,5.6180480967120925
1363,5.105510184769974
1738,5.220108088040055
34,5.079181246047625
1679,5.088136088700551
2439,5.238046103128795
1528,5.363611979892144
1841,5.216693599169754
1080,5.290034611362518
1940,5.184691430817598
289,5.1003705451175625
2115,5.442479769064448
1590,5.164352855784437
2458,5.365487984890899
1783,5.3726837543751556
800,5.194514341882467
1152,5.060697840353612
1787,5.414973347970818
450,5.408070285887185
2306,5.19728055812562
2213,5.378397900948138
1097,5.269279389771898
1514,4.826074802700826
661,5.194514341882467
2011,5.117271295655764
682,5.075181854618692
771,5.054995861529141
2108,5.336459733848529
1780,5.622219205447091
1994,5.158663980813989
309,5.406369835469268
1101,5.463892988985907
685,5.125481265700594
1921,5.144262773761991
2585,5.190331698170292
1011,5.511883360978874
1410,5.203848463746235
1441,5.364550995353972
2407,5.521399628115375
678,4.954242509439325
1269,5.103803720955957
1035,5.04883008652835
1276,5.105510184769974
1065,5.453318340047038
294,5.332438459915605
2243,5.146128035678238
2191,5.096910013008056
774,5.130011949671904
91,5.559308010907013
770,5.236789099409293
2165,5.227050718827332
1905,5.217483944213907
2499,5.414973347970818
1349,4.835690571492425
2467,5.267171728403014
1032,5.48572142648158
90,5.278753600952829
2928,5.230448921378274
2385,5.513217600067939
1063,5.788875115775417
875,5.250420002308894
1517,5.254064452914338
2469,5.273579945676206
1436,5.317018101048111
1049,5.041392685158225
2716,5.205475036740891
948,5.380211241711606
519,5.361350024352267
2249,5.127104798364807
1567,5.2342641243787895
1468,5.135132651376775
2076,5.040997692423491
2373,5.165244326125311
836,5.155336037465061
1548,5.080987046910887
1266,5.064457989226918
1993,4.954242509439325
1226,5.218797998111738
2512,5.217483944213907
720,4.76715586608218
463,5.238046103128795
891,5.505149978319906
984,5.173186268412274
744,5.060697840353612
1830,5.232996110392154
905,5.204119982655925
1629,5.225309281725863
927,5.241795431295198
1201,5.238046103128795
1308,5.187238619831478
1120,5.327767489902729
1553,4.117271295655764
2551,5.11327469246435
1647,5.328379603438738
1968,4.99563519459755
27,5.060697840353612
2820,5.105510184769974
1366,5.096910013008056
555,5.1303337684950066
288,5.103803720955957
2777,5.336459733848529
43,5.330413773349191
600,5.071882007306125
375,5.301029995663981
1165,5.253822438708073
2459,5.298853076409706
2164,5.224895470849483
1255,5.056904851336473
1562,5.439332693830263
2853,5.222716471147583
2104,5.307496037913213
724,5.075546961392531
799,5.209515014542631
1083,5.2038348833437285
1219,4.860338006570994
184,5.143014800254095
383,5.381836799998343
307,4.700167006002582
169,4.905256048748451
2476,5.266936911159173
1875,5.155336037465061
422,5.685741738602264
2800,5.438225807604529
2371,5.033423755486949
1784,5.4939763853651815
258,5.302114376956201
2019,5.105510184769974
1342,5.089905111439398
371,5.2576785748691846
2072,5.260071387985075
426,5.403623187803258
2303,4.970811610872518
921,5.204119982655925
1757,5.209515014542631
847,5.3560258571931225
1033,5.123851640967086
379,5.444044795918076
1037,5.0463000196529695
123,5.2564772062416765
2519,5.27415784926368
1708,5.549003262025788
120,5.201397124320452
750,5.190331698170292
2839,5.096910013008056
1593,5.093421685162235
